district,region,sub_locality,year,month,date,population,total_crimes,crimes_per_100k,violent_crimes,property_crimes,crimes_against_women,hotspot_flag,latitude,longitude,location_address,cctv_status,complaint_body,crime_type
Jaipur,North Jaipur,Mall Road,2021,12,2021-12-01,2810859,9655,343.51,2703,5733,1911,1,26.8957,75.78917,"Mall Road, North Jaipur, Jaipur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Jaipur,South Jaipur,Industrial Area,2021,12,2021-12-01,2810859,6928,246.46,1939,4114,1371,0,26.97278,75.73812,"Industrial Area, South Jaipur, Jaipur, Rajasthan",Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Jaipur,South Jaipur,Hospital Road,2021,12,2021-12-01,2810859,10072,358.31,2819,5980,1993,1,26.95978,75.788,"Hospital Road, South Jaipur, Jaipur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Hospital Road.,Other
Jaipur,East Jaipur,Mall Road,2021,12,2021-12-01,2810859,7479,266.07,2094,4441,1480,0,26.87147,75.75095,"Mall Road, East Jaipur, Jaipur, Rajasthan",Installed,The complainant misplaced their bag.,Lost Property
Jaipur,East Jaipur,College Road,2021,12,2021-12-01,2810859,8466,301.21,2370,5027,1675,1,26.98002,75.72956,"College Road, East Jaipur, Jaipur, Rajasthan",Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Jaipur,West Jaipur,College Road,2021,12,2021-12-01,2810859,10732,381.81,3004,6373,2124,1,26.90401,75.83433,"College Road, West Jaipur, Jaipur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Jaipur,West Jaipur,Mall Road,2021,12,2021-12-01,2810859,6341,225.58,1775,3765,1255,0,26.8495,75.78868,"Mall Road, West Jaipur, Jaipur, Rajasthan",Not Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Jaipur,Central Jaipur,Lake Side,2021,12,2021-12-01,2810859,9208,327.58,2578,5467,1822,1,26.84685,75.79597,"Lake Side, Central Jaipur, Jaipur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Jaipur,Central Jaipur,Main Market,2021,12,2021-12-01,2810859,6635,236.04,1857,3940,1313,0,27.00547,75.81438,"Main Market, Central Jaipur, Jaipur, Rajasthan",Not Installed,Pickpocketing incident reported in Main Market market.,Other
Jaipur,North Jaipur,Lake Side,2022,1,2022-01-01,2810859,10105,359.49,2842,3739,2293,1,26.97243,75.7842,"Lake Side, North Jaipur, Jaipur, Rajasthan",Not Installed,Attempted burglary reported near residential colony in Lake Side.,Burglary
Jaipur,North Jaipur,Temple Chowk,2022,1,2022-01-01,2810859,8777,312.24,2469,3248,1992,1,26.92077,75.83059,"Temple Chowk, North Jaipur, Jaipur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Temple Chowk.,Other
Jaipur,South Jaipur,Lake Side,2022,1,2022-01-01,2810859,9542,339.46,2684,3531,2165,1,26.93755,75.75205,"Lake Side, South Jaipur, Jaipur, Rajasthan",Installed,Noise complaint received. Accused warned.,Other
Jaipur,South Jaipur,Court Area,2022,1,2022-01-01,2810859,6849,243.66,1927,2535,1554,0,26.89638,75.7504,"Court Area, South Jaipur, Jaipur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in Court Area.,Extremism/Anti-national
Jaipur,East Jaipur,Railway Station,2022,1,2022-01-01,2810859,7770,276.41,2185,2875,1763,0,26.87359,75.85397,"Railway Station, East Jaipur, Jaipur, Rajasthan",Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Jaipur,East Jaipur,Police Station Area,2022,1,2022-01-01,2810859,9701,345.1,2729,3590,2201,1,26.98719,75.77626,"Police Station Area, East Jaipur, Jaipur, Rajasthan",Not Installed,Domestic violence complaint received in Police Station Area.,Other
Jaipur,West Jaipur,Mall Road,2022,1,2022-01-01,2810859,10816,384.78,3042,4002,2454,1,26.95104,75.831,"Mall Road, West Jaipur, Jaipur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Jaipur,West Jaipur,Railway Station,2022,1,2022-01-01,2810859,9566,340.32,2691,3540,2171,1,26.9756,75.85111,"Railway Station, West Jaipur, Jaipur, Rajasthan",Not Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Jaipur,Central Jaipur,Main Market,2022,1,2022-01-01,2810859,6700,238.37,1885,2480,1520,0,26.93647,75.7476,"Main Market, Central Jaipur, Jaipur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Jaipur,Central Jaipur,Railway Station,2022,1,2022-01-01,2810859,6451,229.51,1815,2387,1464,0,26.86769,75.79061,"Railway Station, Central Jaipur, Jaipur, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in Railway Station.,Extremism/Anti-national
Jaipur,North Jaipur,Clock Tower,2022,2,2022-02-01,2810859,8349,297.04,1044,5386,1676,0,26.90311,75.80851,"Clock Tower, North Jaipur, Jaipur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Clock Tower.,Financial Fraud
Jaipur,North Jaipur,School Colony,2022,2,2022-02-01,2810859,10285,365.89,1286,6635,2065,1,26.91607,75.82431,"School Colony, North Jaipur, Jaipur, Rajasthan",Not Installed,Domestic violence complaint received in School Colony.,Other
Jaipur,South Jaipur,Bus Stand,2022,2,2022-02-01,2810859,11285,401.48,1411,7280,2265,1,26.86465,75.84375,"Bus Stand, South Jaipur, Jaipur, Rajasthan",Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Jaipur,South Jaipur,Clock Tower,2022,2,2022-02-01,2810859,9419,335.11,1178,6076,1891,1,26.89753,75.7191,"Clock Tower, South Jaipur, Jaipur, Rajasthan",Not Installed,Valuable item went missing. No suspects identified.,Other
Jaipur,East Jaipur,Lake Side,2022,2,2022-02-01,2810859,8599,305.9,1075,5547,1726,1,26.95035,75.749,"Lake Side, East Jaipur, Jaipur, Rajasthan",Not Installed,A case of deception was reported near outside the school in Lake Side.,Fraud/Deception
Jaipur,East Jaipur,Clock Tower,2022,2,2022-02-01,2810859,10209,363.21,1276,6586,2049,1,26.86822,75.73953,"Clock Tower, East Jaipur, Jaipur, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Jaipur,West Jaipur,School Colony,2022,2,2022-02-01,2810859,8553,304.27,1069,5517,1717,1,26.94242,75.78733,"School Colony, West Jaipur, Jaipur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Jaipur,West Jaipur,Mall Road,2022,2,2022-02-01,2810859,10472,372.57,1309,6756,2102,1,26.92196,75.78345,"Mall Road, West Jaipur, Jaipur, Rajasthan",Not Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Jaipur,Central Jaipur,Temple Chowk,2022,2,2022-02-01,2810859,7620,271.1,953,4916,1530,0,26.97222,75.75745,"Temple Chowk, Central Jaipur, Jaipur, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Jaipur,Central Jaipur,Hospital Road,2022,2,2022-02-01,2810859,8771,312.04,1097,5658,1761,1,26.93809,75.75992,"Hospital Road, Central Jaipur, Jaipur, Rajasthan",Installed,Illegal gambling reported in Hospital Road.,Illegal Gambling
Jaipur,North Jaipur,Railway Station,2022,3,2022-03-01,2810859,9312,331.28,963,5918,1213,1,26.85569,75.7693,"Railway Station, North Jaipur, Jaipur, Rajasthan",Installed,A case of anti-national activity was reported near outside the post office in Railway Station.,Extremism/Anti-national
Jaipur,North Jaipur,Lake Side,2022,3,2022-03-01,2810859,7706,274.16,797,4897,1004,0,26.8656,75.76307,"Lake Side, North Jaipur, Jaipur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Jaipur,South Jaipur,Mall Road,2022,3,2022-03-01,2810859,6149,218.76,636,3908,801,0,26.98158,75.68127,"Mall Road, South Jaipur, Jaipur, Rajasthan",Not Installed,Attempted burglary reported near residential colony in Mall Road.,Burglary
Jaipur,South Jaipur,Highway Junction,2022,3,2022-03-01,2810859,6066,215.8,627,3855,790,0,26.81611,75.80349,"Highway Junction, South Jaipur, Jaipur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Jaipur,East Jaipur,Main Market,2022,3,2022-03-01,2810859,6889,245.09,712,4378,897,0,26.94152,75.79762,"Main Market, East Jaipur, Jaipur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Jaipur,East Jaipur,School Colony,2022,3,2022-03-01,2810859,7655,272.32,791,4865,997,0,26.90947,75.82668,"School Colony, East Jaipur, Jaipur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in School Colony.,Extremism/Anti-national
Jaipur,West Jaipur,Temple Chowk,2022,3,2022-03-01,2810859,6961,247.65,720,4424,907,0,26.86334,75.79698,"Temple Chowk, West Jaipur, Jaipur, Rajasthan",Not Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Jaipur,West Jaipur,College Road,2022,3,2022-03-01,2810859,7817,278.1,808,4968,1018,0,26.90345,75.85269,"College Road, West Jaipur, Jaipur, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Jaipur,Central Jaipur,Police Station Area,2022,3,2022-03-01,2810859,10044,357.34,1038,6383,1308,1,26.88372,75.71131,"Police Station Area, Central Jaipur, Jaipur, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Jaipur,Central Jaipur,Tourist Spot,2022,3,2022-03-01,2810859,9858,350.72,1019,6265,1284,1,26.9115,75.8514,"Tourist Spot, Central Jaipur, Jaipur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Jaipur,North Jaipur,Main Market,2022,4,2022-04-01,2810859,6259,222.66,753,3657,993,0,26.85534,75.7597,"Main Market, North Jaipur, Jaipur, Rajasthan",Installed,Domestic violence complaint received in Main Market.,Other
Jaipur,North Jaipur,Industrial Area,2022,4,2022-04-01,2810859,7127,253.53,857,4164,1130,0,26.8924,75.81605,"Industrial Area, North Jaipur, Jaipur, Rajasthan",Installed,A case of deception was reported near outside the school in Industrial Area.,Fraud/Deception
Jaipur,South Jaipur,Industrial Area,2022,4,2022-04-01,2810859,9469,336.86,1139,5533,1502,1,26.95004,75.69674,"Industrial Area, South Jaipur, Jaipur, Rajasthan",Installed,Chain snatching incident occurred outside temple in Industrial Area.,Other
Jaipur,South Jaipur,Hospital Road,2022,4,2022-04-01,2810859,6032,214.6,726,3525,957,0,26.88205,75.73665,"Hospital Road, South Jaipur, Jaipur, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Jaipur,East Jaipur,Railway Station,2022,4,2022-04-01,2810859,10217,363.48,1229,5970,1620,1,26.92956,75.72608,"Railway Station, East Jaipur, Jaipur, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Jaipur,East Jaipur,Clock Tower,2022,4,2022-04-01,2810859,7976,283.76,960,4661,1265,0,26.87121,75.79315,"Clock Tower, East Jaipur, Jaipur, Rajasthan",Not Installed,A case of deception was reported near outside the school in Clock Tower.,Fraud/Deception
Jaipur,West Jaipur,Temple Chowk,2022,4,2022-04-01,2810859,9004,320.33,1083,5261,1428,1,26.94148,75.73175,"Temple Chowk, West Jaipur, Jaipur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Temple Chowk.,Financial Fraud
Jaipur,West Jaipur,College Road,2022,4,2022-04-01,2810859,7975,283.7,960,4660,1265,0,26.94705,75.80044,"College Road, West Jaipur, Jaipur, Rajasthan",Not Installed,Illegal gambling reported in College Road.,Illegal Gambling
Jaipur,Central Jaipur,Hospital Road,2022,4,2022-04-01,2810859,9550,339.75,1149,5580,1514,1,26.90779,75.72911,"Hospital Road, Central Jaipur, Jaipur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Jaipur,Central Jaipur,Bus Stand,2022,4,2022-04-01,2810859,8979,319.44,1080,5247,1424,1,26.91377,75.74326,"Bus Stand, Central Jaipur, Jaipur, Rajasthan",Installed,Pickpocketing incident reported in Bus Stand market.,Other
Jaipur,North Jaipur,Industrial Area,2022,5,2022-05-01,2810859,8955,318.56,1931,3206,1890,1,26.87403,75.80509,"Industrial Area, North Jaipur, Jaipur, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Jaipur,North Jaipur,College Road,2022,5,2022-05-01,2810859,6947,247.15,1498,2487,1466,0,26.94295,75.74519,"College Road, North Jaipur, Jaipur, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Jaipur,South Jaipur,Court Area,2022,5,2022-05-01,2810859,5413,192.55,1167,1938,1142,0,26.84631,75.85582,"Court Area, South Jaipur, Jaipur, Rajasthan",Installed,Domestic violence complaint received in Court Area.,Other
Jaipur,South Jaipur,Tourist Spot,2022,5,2022-05-01,2810859,9356,332.84,2017,3350,1975,1,26.89162,75.73776,"Tourist Spot, South Jaipur, Jaipur, Rajasthan",Not Installed,Illegal gambling reported in Tourist Spot.,Illegal Gambling
Jaipur,East Jaipur,Clock Tower,2022,5,2022-05-01,2810859,5928,210.89,1278,2122,1251,0,26.93412,75.80497,"Clock Tower, East Jaipur, Jaipur, Rajasthan",Not Installed,A case of anti-national activity was reported near outside the post office in Clock Tower.,Extremism/Anti-national
Jaipur,East Jaipur,School Colony,2022,5,2022-05-01,2810859,9230,328.33,1990,3304,1948,1,26.80666,75.76115,"School Colony, East Jaipur, Jaipur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Jaipur,West Jaipur,Tourist Spot,2022,5,2022-05-01,2810859,5682,202.14,1225,2034,1199,0,26.85779,75.71371,"Tourist Spot, West Jaipur, Jaipur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Jaipur,West Jaipur,Clock Tower,2022,5,2022-05-01,2810859,6562,233.43,1415,2349,1385,0,26.90424,75.72091,"Clock Tower, West Jaipur, Jaipur, Rajasthan",Not Installed,Pickpocketing incident reported in Clock Tower market.,Other
Jaipur,Central Jaipur,College Road,2022,5,2022-05-01,2810859,7683,273.32,1657,2751,1622,0,26.87155,75.83734,"College Road, Central Jaipur, Jaipur, Rajasthan",Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Jaipur,Central Jaipur,Police Station Area,2022,5,2022-05-01,2810859,5778,205.55,1246,2069,1219,0,26.87741,75.86739,"Police Station Area, Central Jaipur, Jaipur, Rajasthan",Not Installed,A case of anti-national activity was reported near outside the post office in Police Station Area.,Extremism/Anti-national
Jaipur,North Jaipur,Railway Station,2022,6,2022-06-01,2810859,7364,262.01,1981,3464,1358,0,26.87406,75.72618,"Railway Station, North Jaipur, Jaipur, Rajasthan",Not Installed,Attempted burglary reported near residential colony in Railway Station.,Burglary
Jaipur,North Jaipur,Industrial Area,2022,6,2022-06-01,2810859,10618,377.77,2856,4994,1959,1,26.93224,75.81455,"Industrial Area, North Jaipur, Jaipur, Rajasthan",Not Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Jaipur,South Jaipur,Tourist Spot,2022,6,2022-06-01,2810859,6063,215.7,1631,2851,1118,0,26.87949,75.76149,"Tourist Spot, South Jaipur, Jaipur, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in Tourist Spot.,Extremism/Anti-national
Jaipur,South Jaipur,Hospital Road,2022,6,2022-06-01,2810859,5912,210.34,1590,2781,1091,0,26.88972,75.82538,"Hospital Road, South Jaipur, Jaipur, Rajasthan",Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Jaipur,East Jaipur,Temple Chowk,2022,6,2022-06-01,2810859,6269,223.04,1686,2949,1156,0,26.84323,75.7073,"Temple Chowk, East Jaipur, Jaipur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Jaipur,East Jaipur,Railway Station,2022,6,2022-06-01,2810859,8870,315.57,2386,4172,1636,1,26.83979,75.78093,"Railway Station, East Jaipur, Jaipur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in Railway Station.,Extremism/Anti-national
Jaipur,West Jaipur,College Road,2022,6,2022-06-01,2810859,9693,344.85,2607,4559,1788,1,26.83559,75.80215,"College Road, West Jaipur, Jaipur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Jaipur,West Jaipur,School Colony,2022,6,2022-06-01,2810859,9139,325.13,2458,4298,1686,1,26.90941,75.79628,"School Colony, West Jaipur, Jaipur, Rajasthan",Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Jaipur,Central Jaipur,Highway Junction,2022,6,2022-06-01,2810859,9589,341.17,2580,4510,1769,1,26.90967,75.80031,"Highway Junction, Central Jaipur, Jaipur, Rajasthan",Not Installed,Illegal gambling reported in Highway Junction.,Illegal Gambling
Jaipur,Central Jaipur,Lake Side,2022,6,2022-06-01,2810859,10095,359.17,2716,4748,1862,1,26.83766,75.74951,"Lake Side, Central Jaipur, Jaipur, Rajasthan",Not Installed,Illegal gambling reported in Lake Side.,Illegal Gambling
Jaipur,North Jaipur,Railway Station,2022,7,2022-07-01,2810859,6910,245.84,1940,3238,795,0,26.96183,75.91125,"Railway Station, North Jaipur, Jaipur, Rajasthan",Installed,Pickpocketing incident reported in Railway Station market.,Other
Jaipur,North Jaipur,Highway Junction,2022,7,2022-07-01,2810859,8938,317.99,2509,4188,1028,1,26.92658,75.77514,"Highway Junction, North Jaipur, Jaipur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Jaipur,South Jaipur,Industrial Area,2022,7,2022-07-01,2810859,8150,289.97,2288,3819,937,0,26.91762,75.81987,"Industrial Area, South Jaipur, Jaipur, Rajasthan",Not Installed,A case of deception was reported near outside the school in Industrial Area.,Fraud/Deception
Jaipur,South Jaipur,Temple Chowk,2022,7,2022-07-01,2810859,7493,266.6,2103,3511,862,0,26.91778,75.79923,"Temple Chowk, South Jaipur, Jaipur, Rajasthan",Not Installed,A case of deception was reported near outside the school in Temple Chowk.,Fraud/Deception
Jaipur,East Jaipur,Police Station Area,2022,7,2022-07-01,2810859,6709,238.7,1883,3144,772,0,26.90972,75.74018,"Police Station Area, East Jaipur, Jaipur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Jaipur,East Jaipur,Temple Chowk,2022,7,2022-07-01,2810859,8723,310.34,2449,4087,1003,1,26.91279,75.81136,"Temple Chowk, East Jaipur, Jaipur, Rajasthan",Installed,The complainant misplaced their bag.,Lost Property
Jaipur,West Jaipur,Main Market,2022,7,2022-07-01,2810859,5457,194.13,1532,2557,628,0,26.92852,75.84481,"Main Market, West Jaipur, Jaipur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
